Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
12-05-2022,Germany,,Witznau hydroelectric plant,,,220,No,220,0,4,operating,Schluchsee Complex,1943,,RWE Power AG [50%]; EnBW Energie Baden-Württemberg AG (EnBW) [37.5%]; Energiedienst Holding AG [7.5%]; Energiedienst Holding AG [5%],,,,pumped storage,,47.6876,8.2513,exact,Ühlingen-Birkendorf,Landkreis Waldshut,,Baden-Württemberg,Western Europe,Europe,,,,,,,L601747,G601766,https://gem.wiki/Witznau_hydroelectric_plant
16-11-2022,Ghana,,Aksombo hydroelectric plant,,Volta Dam,1020,No,1020,0,6,operating,,1965,,Volta River Authority,,,,conventional storage,,6.2999,0.0557,exact,,Asuogyaman District,,Eastern Region,Sub-Saharan Africa,Africa,,,,,,,L601748,G601767,https://gem.wiki/Aksombo_hydroelectric_plant
16-11-2022,Ghana,,Bui hydroelectric plant,,Bui Dam,404,No,404,0,4,operating,,2013,,Bui Power Authority (BPA),,Bui Power Authority (BPA),,conventional storage,,8.2792,-2.2356,exact,,Bole District,,Savannah Region,Sub-Saharan Africa,Africa,,,,,,,L601749,G601768,https://gem.wiki/Bui_hydroelectric_plant
29-09-2023,Ghana,,Juale hydroelectric plant,,,90,No,90,0,,announced,,2026,,,,,,conventional storage,Oti River,8.6818,0.1436,approximate,Juale,Juale,Northern Region,Northern Region,Sub-Saharan Africa,Africa,,,,,,,L601750,G601769,https://gem.wiki/Juale_hydroelectric_plant
16-11-2022,Ghana,,Kpong hydroelectric plant,,,160,No,160,0,4,operating,,1982,,Volta River Authority,,,,conventional and run-of-river,,6.1187,0.1238,exact,,Lower Manya Krobo Municipal District,,Eastern Region,Sub-Saharan Africa,Africa,,,,,,,L601751,G601770,https://gem.wiki/Kpong_hydroelectric_plant
01-09-2023,Greece,,Amari hydroelectric plant,,Amari (Potamoi),93,No,93,0,3,pre-construction,,,,Terna Energy,,,,pumped storage,,35.2806,24.5712,exact,,Rethymno Regional Unit,Region of Crete,Region of Crete,Southern Europe,Europe,,,,,,,L601752,G601771,https://gem.wiki/Amari_hydroelectric_plant
01-09-2023,Greece,,Amfilochia Georgios hydroelectric plant,,,460,No,460,0,4,pre-construction,,,,Terna Energy,,,,pumped storage,,38.8739,21.4425,exact,Municipal Unit of Inachos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,,,,,,,L601753,G601772,https://gem.wiki/Amfilochia_Georgios_hydroelectric_plant
01-09-2023,Greece,,Amfilochia Pygros hydroelectric plant,,,220,No,220,0,2,pre-construction,,,,Terna Energy,,,,pumped storage,,38.8739,21.4425,exact,Municipal Unit of Inachos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,,,,,,,L601754,G601773,https://gem.wiki/Amfilochia_Pygros_hydroelectric_plant
22-07-2022,Greece,,Assomata hydroelectric plant,,Asomata; Asomata/Agra,108,No,108,0,2,operating,Aliakmonas Complex,1985,,Public Power Corporation SA,,,,conventional storage,Aliákmon River,40.4744,22.2439,exact,Veria Municipality,Imathia Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,,,,,,,L601755,G601774,https://gem.wiki/Assomata_hydroelectric_plant
22-07-2022,Greece,,Ilarionas hydroelectric plant,,Ilarion; Hilarion,154,No,154,0,2,operating,,2015,,Public Power Corporation SA,,,,conventional storage,,40.0994,21.8052,exact,,Kozani Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,,,,,,,L601756,G601775,https://gem.wiki/Ilarionas_hydroelectric_plant
22-07-2022,Greece,,Kastraki hydroelectric plant,,,320,No,320,0,4,operating,Archelou Complex,1969,,Public Power Corporation SA,,,,conventional storage,,38.7411,21.3652,exact,Municipal Unit of Parakampylia,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,,,,,,,L601757,G601776,https://gem.wiki/Kastraki_hydroelectric_plant
22-07-2022,Greece,,Kremasta hydroelectric plant,,,437,No,437,0,4,operating,Archelou Complex,1966,,Public Power Corporation SA,,,,conventional storage,,38.8867,21.4957,exact,Municipal Unit of Inachos,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,,,,,,,L601758,G601777,https://gem.wiki/Kremasta_hydroelectric_plant
01-09-2023,Greece,,Messochora hydroelectric plant,,Mesochora,162,No,162,0,3,pre-construction,,2025,,Public Power Corporation SA,,,,conventional storage,,39.4656,21.3042,exact,,Trikala Regional Unit,Thessaly,Thessaly and Central Greece,Southern Europe,Europe,,,,,,,L601759,G604619,https://gem.wiki/Messochora_hydroelectric_plant
22-07-2022,Greece,,Pigae Aoos hydroelectric plant,,Pigai Aoos; P Aoou; Pighai Aoos,210,No,210,0,2,operating,Arachthos Complex,1990,,Public Power Corporation SA,,,,conventional storage,,39.8362,21.0667,exact,,Ioannina Regional Unit,Epirus,Epirus and Western Macedonia,Southern Europe,Europe,,,,,,,L601760,G601779,https://gem.wiki/Pigae_Aoos_hydroelectric_plant
22-07-2022,Greece,,Plastiras hydroelectric plant,,Plastira; N Plastiras,130,No,130,0,3,operating,,1960,,Public Power Corporation SA,,,,conventional storage,,39.236,21.7459,exact,Nevropoli Agrafon Municipal Unit,Karditsa Regional Unit,Thessaly,Thessaly and Central Greece,Southern Europe,Europe,,,,,,,L601761,G601780,https://gem.wiki/Plastiras_hydroelectric_plant
22-07-2022,Greece,,Platanovryssi hydroelectric plant,,Platanovrisi; Platanovrysi,116,No,116,0,2,operating,,1999,,Public Power Corporation SA,,,,conventional storage,,41.3355,24.4618,exact,,Drama Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,,,,,,,L601762,G601781,https://gem.wiki/Platanovryssi_hydroelectric_plant
22-07-2022,Greece,,Polyphyto hydroelectric plant,,Polyphyton; Polyfyto,375,No,375,0,3,operating,Aliakmonas Complex,1974,,Public Power Corporation SA,,,,conventional storage,Aliákmon River,40.3026,22.1004,exact,Velventos Municipal Unit,Kozani Regional Unit,Western Macedonia,Epirus and Western Macedonia,Southern Europe,Europe,,,,,,,L601763,G601782,https://gem.wiki/Polyphyto_hydroelectric_plant
22-07-2022,Greece,,Pournari hydroelectric plant,,Pournari 1,300,No,300,0,3,operating,Arachthos Complex,1981,,Public Power Corporation SA,,,,conventional storage,,39.1861,21.0219,exact,,Arta Regional Unit,Epirus,Epirus and Western Macedonia,Southern Europe,Europe,,,,,,,L601764,G601783,https://gem.wiki/Pournari_hydroelectric_plant
22-07-2022,Greece,,Sfikia hydroelectric plant,,Sykia,315,No,315,0,3,operating,Aliakmonas Complex,1985,,Public Power Corporation SA,,,,pumped storage,Aliákmon River,40.398,22.1921,exact,Veria Municipality,Imathia Regional Unit,Central Macedonia,Macedonia and Thrace,Southern Europe,Europe,,,,,,,L601765,G601784,https://gem.wiki/Sfikia_hydroelectric_plant
22-07-2022,Greece,,Stratos hydroelectric plant,,Stratos-I,150,No,150,0,2,operating,Archelou Complex,1989,,Public Power Corporation SA,,,,conventional storage,,38.6777,21.3459,exact,Municipal Unit of Neapoli,Aetolia-Acarnania Regional Unit,Western Greece,"Peloponnese, Western Greece and the Ionian",Southern Europe,Europe,,,,,,,L601766,G601785,https://gem.wiki/Stratos_hydroelectric_plant
01-09-2023,Greece,,Sykia hydroelectric plant,,,127,No,127,0,,shelved,,,,,,,,conventional storage,,39.3128,21.4131,exact,,Karditsa Regional Unit,Thessaly,Thessaly and Central Greece,Southern Europe,Europe,,,,,,,L601767,G601786,https://gem.wiki/Sykia_hydroelectric_plant
22-07-2022,Greece,,Thissavros hydroelectric plant,,Thisavros,384,No,384,0,3,operating,,1997,,Public Power Corporation SA,,,,pumped storage,,41.356,24.3673,exact,Sidironero Municipal Unit,Drama Regional Unit,Eastern Macedonia and Thrace,Macedonia and Thrace,Southern Europe,Europe,,,,,,,L601768,G601787,https://gem.wiki/Thissavros_hydroelectric_plant
24-05-2022,Guatemala,,Aguacapa hydroelectric plant,Central Hidroeléctrica Aguacapa,,80,No,80,0,,operating,,1982,,,,,,conventional storage,Río Aguacapa,14.2914,-90.5057,exact,,Barberena,,Guatemala Department,Latin America and the Caribbean,Americas,,,,,,,L601769,G601788,https://gem.wiki/Aguacapa_hydroelectric_plant
30-10-2023,Guatemala,,Chulac hydroelectric plant,Central Hidroeléctrica Chulac,,340,No,340,0,,cancelled,,,,Empresa de Generación de Energía Eléctrica del INDE (EGEE),,,,conventional storage,,15.4755,-90.3758,approximate,,,,Alta Verapaz,Latin America and the Caribbean,Americas,,,,,,,L601770,G604313,https://gem.wiki/Chulac_hydroelectric_plant
24-05-2022,Guatemala,,Palo Viejo hydroelectric plant,Central Hidroeléctrica Palo Viejo,,87,No,87,0,,operating,,2012,,Enel Green Power,,,,run-of-river,Río Cotzal,15.5047,-90.886,exact,,Chajul,,Quiché,Latin America and the Caribbean,Americas,,,,,,,L601771,G601790,https://gem.wiki/Palo_Viejo_hydroelectric_plant
24-05-2022,Guatemala,,Pueblo Viejo hydroelectric plant,Central Hidroeléctrica Pueblo Viejo,Chixoy,300,No,300,0,4 x 75 MW,operating,,1983,,Empresa de Generación de Energía Eléctrica del INDE (EGEE),,,,conventional storage,,15.2811,-90.4911,exact,,San Miguel Chicaj,,Baja Verapaz,Latin America and the Caribbean,Americas,,,,,,,L601772,G601791,https://gem.wiki/Pueblo_Viejo_hydroelectric_plant
24-05-2022,Guatemala,,Renace 2 Phase 1 hydroelectric plant,Central Hidroeléctrica Renace 2 Fase 1,,117,No,117,0,3 x 40 MW,operating,,2016,,Recursos Naturales y Celulosas SA,,,,conventional storage,Río Cahabon,15.497,-90.1742,exact,,San Pedro Carchá,,Alta Verapaz,Latin America and the Caribbean,Americas,,,,,,,L601773,G601792,https://gem.wiki/Renace_2_Phase_1_hydroelectric_plant
30-10-2023,Guatemala,,Serchil hydroelectric plant,Central Hidroeléctrica Serchil,,135,No,135,0,,cancelled,,,,Empresa de Generación de Energía Eléctrica del INDE (EGEE),,,,unknown,,14.7984,-91.0627,approximate,,,,Quiche,Latin America and the Caribbean,Americas,,,,,,,L601774,G604793,https://gem.wiki/Serchil_hydroelectric_plant
24-05-2022,Guatemala,,Xacbal hydroelectric plant,Central Hidroeléctrica Xacbal,Presa Hidro Xacbal,97,No,97,0,2,operating,,2010,,Grupo Terra,,,,run-of-river,Río Xacbal,15.5858,-91.0965,exact,,Nebaj,,Quiché,Latin America and the Caribbean,Americas,,,,,,,L601775,G601794,https://gem.wiki/Xacbal_hydroelectric_plant
30-10-2023,Guatemala,,Xalalá hydroelectric plant,Central Hidroeléctrica Xalalá,,181,No,181,0,,cancelled,,,,Empresa de Generación de Energía Eléctrica del INDE (EGEE),,,,conventional storage,Río Chixoy,15.4755,-90.3758,approximate,,,,Alta Verapaz,Latin America and the Caribbean,Americas,,,,,,,L601776,G604953,https://gem.wiki/Xalalá_hydroelectric_plant
20-09-2023,Guinea,,Amaria hydroelectric plant,,,300,No,300,0,,construction,,2025,,,,,,unknown,Konkoure River,10.3863,-13.5062,exact,Fria,,,Boké Region,Sub-Saharan Africa,Africa,,,,,,,L601777,G601796,https://gem.wiki/Amaria_hydroelectric_plant
20-09-2023,Guinea,,Boureya hydroelectric plant,,,160,No,160,0,,shelved,,,,,,,,unknown,,11.7333,-10.7501,exact,,Dinguiraye,,Faranah Region,Sub-Saharan Africa,Africa,,,,,,,L601778,G604268,https://gem.wiki/Boureya_hydroelectric_plant
20-09-2023,Guinea,,Fomi hydroelectric plant,,,90,No,90,0,3 x 30 MW,pre-construction,,2024,,,,,,conventional storage,Upper Niger River,10.514,-9.6987,approximate,Fomi,Fomi,Kankan,Kankan,Sub-Saharan Africa,Africa,,,,,,,L601779,G604376,https://gem.wiki/Fomi_hydroelectric_plant
22-09-2022,Guinea,,Garafiri hydroelectric plant,,,80,No,80,0,3,operating,,2000,,Electricité de Guinée (EDG),,,,conventional storage,Konkouré River,10.5298,-12.6626,exact,,,,Kindia Region,Sub-Saharan Africa,Africa,,,,,,,L601780,G601799,https://gem.wiki/Garafiri_hydroelectric_plant
22-09-2022,Guinea,,Kaleta hydroelectric plant,,,240,No,240,0,3,operating,,2015,,China International Water & Electric [51%]; Electricité de Guinée (EDG) [49%],,,,conventional storage,Konkoure River,10.459,-13.2743,exact,,,,Kindia Region,Sub-Saharan Africa,Africa,,,,,,,L601781,G601800,https://gem.wiki/Kaleta_hydroelectric_plant
20-09-2023,Guinea,,Koukoutamba hydroelectric plant,,,294,No,294,0,4 x 70 MW,announced,,,,,,,,conventional storage,Senegal River,11.2667,-11.3833,exact,,Dinguiraye,,Faranah Region,Sub-Saharan Africa,Africa,,,,,,,L601782,G601801,https://gem.wiki/Koukoutamba_hydroelectric_plant
20-09-2023,Guinea,,Morisanako hydroelectric plant,,,100,No,100,0,,shelved,,,,,,,,unknown,,10.2334,-8.6167,exact,,,,Kankan Region,Sub-Saharan Africa,Africa,,,,,,,L601783,G604634,https://gem.wiki/Morisanako_hydroelectric_plant
22-09-2022,Guinea,,Souapiti hydroelectric plant,,,450,No,450,0,4,operating,,2020,,China International Water & Electric [49%]; Electricité de Guinée (EDG) [51%],,,,conventional storage,Konkoure River,10.424,-13.253,exact,,,,Kindia Region,Sub-Saharan Africa,Africa,,,,,,,L601784,G601803,https://gem.wiki/Souapiti_hydroelectric_plant
20-09-2023,Guinea,,Tiopo hydroelectric plant,,,105,No,105,0,,shelved,,,,,,,,unknown,,11.3501,-13.9167,exact,,,,Boké Region,Sub-Saharan Africa,Africa,,,,,,,L601785,G604881,https://gem.wiki/Tiopo_hydroelectric_plant
31-10-2023,Guyana,,Amalia Falls hydroelectric plant,,,165,No,165,0,4 x 41.25 MW,pre-construction,,2025,,,,Amaila Falls Hydro (AFH) INC,,run-of-river,Amalia River,5.3445,-59.0148,approximate,,,Kuribrong,Potaro-Siparuni,Latin America and the Caribbean,Americas,,,,,,,L601786,G601805,https://gem.wiki/Amalia_Falls_hydroelectric_plant
30-10-2023,Honduras,,El Tornillo hydroelectric plant,Central Hidroeléctrica El Tornillo,,200,No,200,0,,construction,,,,Hidrovolcan,,,,run-of-river,Río Ulúa,15.2247,-88.0298,exact,,Villanueva,,Cortés,Latin America and the Caribbean,Americas,,,,,,,L601787,G601806,https://gem.wiki/El_Tornillo_hydroelectric_plant
24-05-2022,Honduras,,Francisco Morazan hydroelectric plant,Central Hidroeléctrica Francisco Morazan,El Cajon,300,No,300,0,,operating,,1986,,Empresa Nacional de Energía Eléctrica (ENEE),,,,conventional storage,,15.0293,-87.7455,exact,,Santa Cruz de Yojoa,,Cortés,Latin America and the Caribbean,Americas,,,,,,,L601788,G601807,https://gem.wiki/Francisco_Morazan_hydroelectric_plant
30-10-2023,Honduras,,Jicatuyo hydroelectric plant,Central Hidroeléctrica Jicatuyo,,210,No,210,0,,pre-construction,,2025,,Empresa Nacional de Energía Eléctrica (ENEE),,,,conventional storage,Río Ulúa,15.0676,-88.227,approximate,,,Ilama,Santa Bárbara,Latin America and the Caribbean,Americas,,,,,,,L601789,G604465,https://gem.wiki/Jicatuyo_hydroelectric_plant
30-10-2023,Honduras,,Los Llanitos hydroelectric plant,Central Hidroeléctrica Los Llanitos,,98,No,98,0,,announced,,2025,,Empresa Nacional de Energía Eléctrica (ENEE),,,,conventional storage,Río Ulúa,14.9194,-88.2226,approximate,,,Ceguaca,Santa Bárbara,Latin America and the Caribbean,Americas,,,,,,,L601790,G601809,https://gem.wiki/Los_Llanitos_hydroelectric_plant
30-10-2023,Honduras,,Patuca 2A hydroelectric plant,Central Hidroeléctrica Patuca 2A,La Tarrosa,150,No,150,0,3,pre-construction,,2026,,Empresa Nacional de Energía Eléctrica (ENEE),,,,conventional storage,Río Patuca,14.8211,-85.955,approximate,,,La Tarrosa,Olancho,Latin America and the Caribbean,Americas,,,,,,,L601792,G604715,https://gem.wiki/Patuca_2A_hydroelectric_plant
30-10-2023,Honduras,,Patuca 2B hydroelectric plant,Central Hidroeléctrica Patuca 2B,Valencia,270,No,270,0,3,pre-construction,,2026,,Empresa Nacional de Energía Eléctrica (ENEE),,,,conventional storage,Río Patuca,14.8211,-85.955,approximate,,,Valencia,Olancho,Latin America and the Caribbean,Americas,,,,,,,L604315,G604716,https://gem.wiki/Patuca_2B_hydroelectric_plant
24-05-2022,Honduras,,Patuca 3 hydroelectric plant,Central Hidroeléctrica Patuca 3,Piedras Amarillas,104,No,104,0,2 x 52 MW,operating,,2018,,Empresa Nacional de Energía Eléctrica (ENEE),,,,conventional storage,Río Patuca,14.4427,-85.966,exact,,Patuca,,Olancho,Latin America and the Caribbean,Americas,,,,,,,L601793,G601812,https://gem.wiki/Patuca_3_hydroelectric_plant
24-05-2022,Honduras,,Río Lindo hydroelectric plant,Central Hidroeléctrica Río Lindo,,109,No,109,0,4,operating,,1971,,Empresa Nacional de Energía Eléctrica (ENEE),,,,conventional storage,,15.0401,-87.984,exact,,San Francisco de Yojoa,,Cortés,Latin America and the Caribbean,Americas,,,,,,,L601794,G601813,https://gem.wiki/Río_Lindo_hydroelectric_plant
07-09-2023,Hungary,,Sima Mountain hydroelectric plant,,,1000,No,1000,0,4,shelved,,,,,,,,pumped storage,,48.1241,21.3694,approximate,Tarcal,Borsod-Abaúj-Zemplén,Borsod-Abaúj-Zemplén,Northern Hungary,Eastern Europe,Europe,,,,,,,L601795,G601814,https://gem.wiki/Sima_Mountain_hydroelectric_plant
06-06-2022,Iceland,,Blanda hydroelectric plant,Blöndustöð,,150,No,150,0,3 x 50 MW,operating,,1991,,Landsvirkjun,,Landsvirkjun,,conventional storage,,65.4161,-19.8199,exact,,Húnabyggð,Northwestern Region,,Northern Europe,Europe,,,,,,,L601796,G601815,https://gem.wiki/Blanda_hydroelectric_plant
06-06-2022,Iceland,,Búðarháls hydroelectric plant,,,95,No,95,0,2,operating,,2014,,Landsvirkjun,,,,conventional storage,,64.2353,-19.3686,exact,,Ásahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601797,G601816,https://gem.wiki/Búðarháls_hydroelectric_plant
06-06-2022,Iceland,,Búrfell I hydroelectric plant,,,270,No,270,0,6 x 45 MW,operating,,1969,,Landsvirkjun,,Landsvirkjun,,conventional storage,,64.1029,-19.8363,exact,,Skeiða- og Gnúpverjahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601798,G601817,https://gem.wiki/Búrfell_I_hydroelectric_plant
06-06-2022,Iceland,,Búrfell II hydroelectric plant,,Burfell Extension,100,No,100,0,1 x 100 MW,operating,,2018,,Landsvirkjun,,Landsvirkjun,,conventional storage,,64.1006,-19.811,exact,,Skeiða- og Gnúpverjahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601799,G601818,https://gem.wiki/Búrfell_II_hydroelectric_plant
06-06-2022,Iceland,,Fljótsdals hydroelectric plant,,Kárahnjúkar,690,No,690,0,6 x 115 MW,operating,,2007,,Landsvirkjun,,Landsvirkjun,,conventional storage,,64.9473,-15.7929,exact,,Múlaþing,Eastern Region,,Northern Europe,Europe,,,,,,,L601800,G601819,https://gem.wiki/Fljótsdals_hydroelectric_plant
06-06-2022,Iceland,,Hrauneyjafoss hydroelectric plant,,,210,No,210,0,3 x 75 MW,operating,,1981,,Landsvirkjun,,Landsvirkjun,,conventional storage,,64.2008,-19.2406,exact,,Ásahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601801,G601820,https://gem.wiki/Hrauneyjafoss_hydroelectric_plant
05-09-2023,Iceland,,Hvammur hydroelectric plant,,,93,No,93,0,2,pre-construction,,,,Landsvirkjun,,,,run-of-river,,64.046,-20.143,exact,,Skeiða- og Gnúpverjahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601802,G601821,https://gem.wiki/Hvammur_hydroelectric_plant
06-06-2022,Iceland,,Sigalda hydroelectric plant,Sigöldustöð,,150,No,150,0,3 x 50 MW,operating,,1978,,Landsvirkjun,,Landsvirkjun,,conventional storage,,64.1732,-19.1269,exact,,Ásahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601803,G601822,https://gem.wiki/Sigalda_hydroelectric_plant
06-06-2022,Iceland,,Sultartangi hydroelectric plant,Sultartangastöð,,125,No,125,0,2 x 62 MW,operating,,1999,,Landsvirkjun,,Landsvirkjun,,conventional storage,,64.1673,-19.6206,exact,,Skeiða- og Gnúpverjahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601804,G601823,https://gem.wiki/Sultartangi_hydroelectric_plant
06-06-2022,Iceland,,Vatnsfell hydroelectric plant,,,90,No,90,0,2,operating,,2001,,Landsvirkjun,,,,conventional storage,,64.1965,-19.0325,exact,,Ásahreppur,Southern Region,,Northern Europe,Europe,,,,,,,L601805,G601824,https://gem.wiki/Vatnsfell_hydroelectric_plant
07-11-2023,India,Nepal,Pancheshwar hydroelectric plant,????????? ????????????? ????????,Pancheshwar Multipurpose Project,6480,Yes,3240,3240,12 x 540 MW,pre-construction,,2031,,Ministry of Water Resources Government of India; Ministry of Energy Government of Nepal,,,,conventional storage,Mahakali River,29.4447,80.2425,approximate,,Lohaghat,Champawat,Uttarakhand,Southern Asia,Asia,Pancheshwar Village,Baitadi District,Mahakali Zone,Sudurpashchim Province,Southern Asia,Asia,L604092,G604131,https://gem.wiki/Pancheshwar_hydroelectric_plant
26-10-2023,India,,Alaknanda Badrinath hydroelectric plant,,,300,No,300,0,3 x 100 MW,shelved,,,,GMR Group,,,,run-of-river,Alaknanda River,30.4877,79.6705,approximate,,,Chamoli district,Uttarakhand,Southern Asia,Asia,,,,,,,L601806,G601825,https://gem.wiki/Alaknanda_Badrinath_hydroelectric_plant
15-03-2023,India,,Allain Duhangan hydroelectric plant,,,192,No,192,0,2 x 96 MW,operating,,2010,,Malana Power CO LTD (MPCL) [88%]; International Finance CORP (IFC) [2%],,,,run-of-river,,32.2258,77.207,exact,,Manali,Kullu,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601807,G601826,https://gem.wiki/Allain_Duhangan_hydroelectric_plant
15-03-2023,India,,Almatti hydroelectric plant,,,290,No,290,0,5 x 55 MW; 1 x 15 MW,operating,,2004,,Karnataka Power CORP LTD (KPCL),,,,conventional storage,,16.3283,75.8857,exact,,Bagalakote taluk,Bagalkote district,Karnataka,Southern Asia,Asia,,,,,,,L601808,G601827,https://gem.wiki/Almatti_hydroelectric_plant
26-10-2023,India,,Amulin hydroelectric plant,,,420,No,420,0,,announced,,,,Satluj Jal Vidyut Nigam LTD (SJVN),,,,run-of-river,Mathun River,28.6793,95.8538,approximate,,,Dibang Valley,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601809,G601828,https://gem.wiki/Amulin_hydroelectric_plant
15-03-2023,India,,Anandpur Sahib hydroelectric plant,,,134,No,134,0,4 x 33.5 MW,operating,,1985,,Punjab State Power CORP LTD (PSPCL),,,,run-of-river,,31.2717,76.4938,exact,Anandpur Sahib,Anandpur Sahib Tahsil,Rupnagar,Punjab,Southern Asia,Asia,,,,,,,L601810,G601829,https://gem.wiki/Anandpur_Sahib_hydroelectric_plant
26-10-2023,India,,Arakot Tiuni hydroelectric plant,,,81,No,81,0,3 x 27 MW,announced,,,,Uttarakhand Jal Vidyut Nigam LTD (UJVNL),,,,run-of-river,,30.9654,78.6337,approximate,,,Uttarkashi district,Uttarakhand,Southern Asia,Asia,,,,,,,L601811,G601830,https://gem.wiki/Arakot_Tiuni_hydroelectric_plant
26-10-2023,India,,Attunli hydroelectric plant,,,680,No,680,0,4 x 170 MW,announced,,2029,,Satluj Jal Vidyut Nigam LTD (SJVN),,,,run-of-river,Tangon River,28.6669,96.1169,exact,,Etalin Circle,Dibang Valley district,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601812,G601831,https://gem.wiki/Attunli_hydroelectric_plant
15-03-2023,India,,Baglihar-I hydroelectric plant,,,450,No,450,0,3 x 150 MW,operating,,2008,,Jammu and Kashmir State Power Development CORP LTD (JKSPDCL),,,,run-of-river,Chenab River,33.1815,75.3155,exact,,Ramban,Ramban district,Jammu and Kashmir,Southern Asia,Asia,,,,,,,L601813,G601832,https://gem.wiki/Baglihar-I_hydroelectric_plant
15-03-2023,India,,Baglihar-II hydroelectric plant,,,450,No,450,0,3 x 150 MW,operating,,2015,,Jammu and Kashmir State Power Development CORP LTD (JKSPDCL),,,,run-of-river,Chenab River,33.1815,75.3155,exact,,Ramban,Ramban district,Jammu and Kashmir,Southern Asia,Asia,,,,,,,L601814,G601833,https://gem.wiki/Baglihar-II_hydroelectric_plant
15-03-2023,India,,Baira Siul hydroelectric plant,,,180,No,180,0,3 x 60 MW,operating,,1980,,NHPC LTD,,,,run-of-river,Ravi River,32.8063,76.1418,exact,,Chaurah,Chamba,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601815,G601834,https://gem.wiki/Baira_Siul_hydroelectric_plant
14-11-2023,India,,Bairabi hydroelectric plant,,Bairabi Dam,80,No,80,0,2,announced,,,,,,,,conventional storage,,24.1988,92.5413,approximate,Bairabi,,Kolasib,Mizoram,Southern Asia,Asia,,,,,,,L604167,G604222,https://gem.wiki/Bairabi_hydroelectric_plant
15-03-2023,India,,Bajoli Holi hydroelectric plant,,,180,No,180,0,3 x 60 MW,operating,,2022,,GMR Group,,,,run-of-river,Ravi River,32.5581,76.1306,approximate,,,Chamba District,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601816,G601835,https://gem.wiki/Bajoli_Holi_hydroelectric_plant
26-10-2023,India,,Balijori hydroelectric plant,,,160,No,160,0,,announced,,,,Odisha Hydro Power CORP LTD,,,,run-of-river,,21.6286,85.5957,approximate,,,Keonjhar district,Odisha,Southern Asia,Asia,,,,,,,L601817,G601836,https://gem.wiki/Balijori_hydroelectric_plant
27-10-2023,India,,Balimela hydroelectric plant,,,500,No,500,0,2 x 250 MW,shelved,Balimela Complex,,,Odisha Hydro Power CORP LTD,,,,pumped storage,,18.338,81.8759,approximate,,,Malkangiri district,Odisha,Southern Asia,Asia,,,,,,,L601818,G601838,https://gem.wiki/Balimela_hydroelectric_plant
15-03-2023,India,,Balimela Pumped Storage hydroelectric plant,,,510,No,510,0,6 x 60 MW; 2 x 75 MW,operating,Balimela Complex,1973,,Odisha Hydro Power CORP LTD,,,,conventional storage,,18.1396,82.1221,exact,,Chitrakonda,Malkangiri,Odisha,Southern Asia,Asia,,,,,,,L604169,G604226,https://gem.wiki/Balimela_Pumped_Storage_hydroelectric_plant
30-10-2023,India,,Bandu hydroelectric plant,,"Bandhu, Bandu Pumped Storage",900,No,900,0,4,pre-construction,,,,West Bengal State Electricity Distribution CO (WBSEDCO),,,,pumped storage,,23.2369,86.1628,exact,,Bagmundi,Puruliya,West Bengal,Southern Asia,Asia,,,,,,,L601819,G601839,https://gem.wiki/Bandu_hydroelectric_plant
15-03-2023,India,,Bansagar Tons-I hydroelectric plant,,,315,No,315,0,3 x 105 MW,operating,,1991,,Madhya Pradesh Power Generation CO LTD (MPPGCL),,,,run-of-river,Beehar River Rewa,24.1917,81.2875,exact,,Ramnagar Tahsil,Satna,Madhya Pradesh,Southern Asia,Asia,,,,,,,L601820,G601840,https://gem.wiki/Bansagar_Tons-I_hydroelectric_plant
