Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
17-01-2024,China,,Mantan hydroelectric plant,?????,,75,No,75,0,2 x 35 MW,pre-construction,,,,Guangxi Guiguan Electric Power CO LTD,???????????; ????????????,Yuexi County Haotai Hydropower Development CO LTD,?????????????,conventional storage,Nirihe River,28.6403,102.5071,approximate,,Yuexi,Liangshan AP,Sichuan,Eastern Asia,Asia,,,,,,,L601008,G601018,https://gem.wiki/Mantan_hydroelectric_plant
14-09-2022,China,,Manwan hydroelectric plant,????????,,1550,No,1550,0,5 x 250 MW; 1 x 300 MW,operating,,1995,,China Huaneng Group CO LTD [51%]; Yunnan Province Energy Investment Group CO LTD [28%]; Yunnan Hopewell Group Shareholding CO LTD [11%]; Others [10%],??????????[51%]; ?????????????[28%]; ??????????????[11%]; ??[10%],Huaneng Langcangjiang River Hydropower Shareholding CO LTD,?????????????,conventional storage,Lancangjiang (Mekong) River,24.6214,100.4475,exact,,Jingdong,Pu'er,Yunnan,Eastern Asia,Asia,,,,,,,L601009,G601019,https://gem.wiki/Manwan_hydroelectric_plant
14-09-2022,China,,Maoergai hydroelectric plant,??????,,426,No,426,0,3 x 140 MW; 1 x 6 MW,operating,,2011,,POWERCHINA Hydropower Development Group CO LTD,?????????????,Maoergai Hydropower Generation CO LTD,?????????,conventional storage,Heishui River,31.9814,103.3339,exact,Weigu,Heishui,Ngawa AP,Sichuan,Eastern Asia,Asia,,,,,,,L601010,G601020,https://gem.wiki/Maoergai_hydroelectric_plant
14-09-2022,China,,Maojiahe hydroelectric plant,?????????,Guizhou Qingshuihe Maojiahe,180,No,180,0,3 x 60 MW,operating,,2019,,State Power Investment Group Guizhou Jinyuan Shareholding CO LTD [83%]; Bank of China Financial Assets Investment CO LTD [13%]; Others [4%],???????????????? [83%]; ???????????? [13%]; ?? [4%],Guizhou Zhongshui Energy CO LTD,????????????,conventional storage,Qingshuihe River,26.3447,104.6574,exact,Jichang,Panzhou City,Liupanshui,Guizhou,Eastern Asia,Asia,,,,,,,L601011,G601021,https://gem.wiki/Maojiahe_hydroelectric_plant
17-01-2024,China,,Maoping hydroelectric plant,????????,,1200,No,1200,0,,pre-construction,,,,,,,,pumped storage,,24.1138,112.1648,approximate,Zhongzhou,Huaiji,Zhaoqing,Guangdong,Eastern Asia,Asia,,,,,,,L601012,G601022,https://gem.wiki/Maoping_hydroelectric_plant
14-09-2022,China,,Maotan hydroelectric plant,?????,,105,No,105,0,3 x 34 MW; 1 x 3 MW,operating,,2013,,Guodian Sichuan Power Generation CO LTD,??????????????,Guodian Sichuan Maotan Hydropower Development CO LTD,??????????????????,conventional storage,Qingyijiang River,29.665,103.6072,exact,Ganjiang,Jiajiang,Leshan,Sichuan,Eastern Asia,Asia,,,,,,,L601013,G601023,https://gem.wiki/Maotan_hydroelectric_plant
17-01-2024,China,,Maqin hydroelectric plant,????????,,1800,No,1800,0,6 x 300 MW,pre-construction,,,,National Energy Group Qinghai Electric Power CO LTD,??????????????,,,pumped storage,,34.6813,100.6378,approximate,Lajia,Maqên,Golog AP,Qinghai,Eastern Asia,Asia,,,,,,,L601014,G601024,https://gem.wiki/Maqin_hydroelectric_plant
14-09-2022,China,,Mashi hydroelectric plant,?????,,100,No,100,0,3,operating,,1972,,Guangxi Water Conservancy and Electric Power Construction Group CO LTD,??????????????,Guangxi Water Conservancy and Electric Power Construction Group CO LTD Mashi Hydropower Plant,?????????????????????,run-of-river,Rongjiang River,25.4797,109.4416,approximate,Dalang,Rongshui,Liuzhou,Guangxi,Eastern Asia,Asia,,,,,,,L601015,G601025,https://gem.wiki/Mashi_hydroelectric_plant
17-01-2024,China,,Meidai hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,Inner Mongolia Electric Power Group Integrated Energy CO LTD,?????????????????,Baotou Meidai Pumped Storage CO LTD,??????????????,pumped storage,,40.5896,110.7544,approximate,Meidaizhou,Tumed Right Banner,Baotou,Inner Mongolia,Eastern Asia,Asia,,,,,,,L601016,G601026,https://gem.wiki/Meidai_hydroelectric_plant
17-01-2024,China,,Meilie hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,Xinjiang Xinhua Hydropower Investment CO LTD,??????????????,Xinhua (Sanming) Pumped Storage Power Generation CO LTD,????????????????,pumped storage,,26.3097,117.6503,approximate,Chenda,Sanyuan District,Sanming,Fujian,Eastern Asia,Asia,,,,,,,L601017,G601027,https://gem.wiki/Meilie_hydroelectric_plant
14-09-2022,China,,Meizhou hydroelectric plant,?????????,Wuhua pumped storage hydroelectric plant(?????????),1200,No,1200,0,4 x 300 MW,operating,,2021,,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation CO LTD,??????????????,Meizhou Energy Storage Power Generation CO LTD,??????????,pumped storage,,23.8382,115.9203,approximate,Guotian,Wuhua,Meizhou,Guangdong,Eastern Asia,Asia,,,,,,,L601018,G601028,https://gem.wiki/Meizhou_hydroelectric_plant
17-01-2024,China,,Meizhou II hydroelectric plant,??????????,,1200,No,1200,0,4 x 300 MW,construction,,2025,,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation CO LTD,??????????????,Meizhou Energy Storage Power Generation CO LTD,??????????,pumped storage,,23.8382,115.9203,approximate,Guotian,Wuhua,Meizhou,Guangdong,Eastern Asia,Asia,,,,,,,L601019,G601029,https://gem.wiki/Meizhou_II_hydroelectric_plant
17-01-2024,China,,Mengdigou hydroelectric plant,?????????,,2400,No,2400,0,4 x 600 MW,construction,,2032,,State Development Investment Corporation Power Shareholding CO LTD [52%]; Sichuan Chuantou Energy Shareholding CO LTD [48%],????????????[52%]; ????????????[48%],Yalongjiang Valley Hydropower Development CO LTD,?????????????,conventional storage,Yalongjiang River,24.9487,101.1789,approximate,,Jiulong,Garze AP,Sichuan,Eastern Asia,Asia,,,,,,,L601020,G601030,https://gem.wiki/Mengdigou_hydroelectric_plant
17-01-2024,China,,Mengsong hydroelectric plant,????????,,600,No,600,0,,shelved,,,,China Huaneng Group CO LTD [51%]; Yunnan Province Energy Investment Group CO LTD [28%]; Yunnan Hopewell Group Shareholding CO LTD [11%]; Others [10%],??????????[51%]; ?????????????[28%]; ??????????????[11%]; ??[10%],Huaneng Langcangjiang River Hydropower Shareholding CO LTD,?????????????,unknown,Lancangjiang (Mekong) River,21.8529,101.0062,approximate,Jingha,Jinghong City,Xishuangbanna AP,Yunnan,Eastern Asia,Asia,,,,,,,L601021,G601031,https://gem.wiki/Mengsong_hydroelectric_plant
14-09-2022,China,,Mianhuatan hydroelectric plant,??????,,600,No,600,0,4 x 50 MW,operating,,2001,,Huadian Fuxin Energy Development CO LTD [60%]; Fujian Investment and Development Group CO LTD [22%],????????????; ???????????????,,,conventional storage,Tingjiang River,24.6862,116.5737,exact,Xiadu,Shanghang,Longyen,Fujian,Eastern Asia,Asia,,,,,,,L601022,G601032,https://gem.wiki/Mianhuatan_hydroelectric_plant
14-09-2022,China,,Miaojiaba hydroelectric plant,??????,Bailongjiang Miaojiaba hydroelectric plant(?????????),240,No,240,0,3 x 80 MW,operating,,2008,,Datang Gansu Power Generation CO LTD,??????????,Datang Bailongjiang Power CO LTD,???????????????,conventional storage,Bailongjiang River,33.0682,104.9314,approximate,Linjiang,Wen,Longnan,Gansu,Eastern Asia,Asia,,,,,,,L601023,G601033,https://gem.wiki/Miaojiaba_hydroelectric_plant
14-09-2022,China,,Miaowei hydroelectric plant,????????,,1400,No,1400,0,4 x 350 MW,operating,,2018,,China Huaneng Group CO LTD [51%]; Yunnan Province Energy Investment Group CO LTD [28%]; Yunnan Hopewell Group Shareholding CO LTD [11%]; Others [10%],??????????[51%]; ?????????????[28%]; ??????????????[11%]; ??[10%],Huaneng Langcangjiang River Hydropower Shareholding CO LTD,?????????????,conventional storage,Lancangjiang (Mekong) River,25.8536,99.1659,exact,Miaowei,Yunlong,Dali AP,Yunnan,Eastern Asia,Asia,,,,,,,L601024,G601034,https://gem.wiki/Miaowei_hydroelectric_plant
14-09-2022,China,,Mienhuatan hydroelectric plant,??????,,600,No,600,0,4 x 150 MW,operating,,2001,,Fujian Branch of China Huadian Group CO LTD,???????????????,Fujian Mianhuatan Hydropower Development CO LTD,?????????????,conventional storage,Tingjiang River,24.6613,116.5962,exact,Fengshi,Yongding District,Longyen,Fujian,Eastern Asia,Asia,,,,,,,L601025,G601035,https://gem.wiki/Mienhuatan_hydroelectric_plant
17-01-2024,China,,Miluo Yuchi hydroelectric plant,??????????,,1200,No,1200,0,,construction,,,,State Grid Xinyuan Holdings CO LTD,????????????,Hunan Miluo Pumped Storage CO LTD,????????????,pumped storage,,28.5963,113.0492,approximate,Chuanshanping,Miluo City,Yueyang,Hunan,Eastern Asia,Asia,,,,,,,L604286,G604624,https://gem.wiki/Miluo_Yuchi_hydroelectric_plant
17-01-2024,China,,Minxian Pumped Storage hydroelectric plant,????????,,1200,No,1200,0,,announced,,,,China Machinery Engineering Group CORP,??????????????,,,pumped storage,,34.4448,104.2597,approximate,Hetuo,Min,Dingxi,Gansu,Eastern Asia,Asia,,,,,,,L604138,G604177,https://gem.wiki/Minxian_Pumped_Storage_hydroelectric_plant
14-09-2022,China,,Minzhi hydroelectric plant,?????,,105,No,105,0,3 x 35 MW,operating,,2017,,Sichuan Huaneng Hydropower Development CO LTD,????????????,Sichuan Baoxing River Electric Power CO LTD,???????????????,conventional storage,Donghe River,30.5371,102.9123,approximate,Fengtongzhai,Baoxing,Ya'an,Sichuan,Eastern Asia,Asia,,,,,,,L601026,G601036,https://gem.wiki/Minzhi_hydroelectric_plant
14-09-2022,China,,Miyun hydroelectric plant,????,Miyun Reservoir hydroelectric plant,92,No,92,0,4 x 18.7 MW; 2 x 13 MW,operating,,1960,,Beijing Huadian Hydropower CO LTD,,Beijing Huadian Hydropower Miyun Power Plant,??????????,conventional and pumped storage,Chaobai River,40.5048,116.9394,exact,Miyun,Miyun District,N/A,Beijing,Eastern Asia,Asia,,,,,,,L601027,G601037,https://gem.wiki/Miyun_hydroelectric_plant
17-01-2024,China,,Motuo hydroelectric plant,??????????,,60000,No,60000,0,,pre-construction,,2045,,China Huaneng Group CO LTD,??????????,Huaneng Tibet Yalongzangbu Jiang Hydropower Development and Investment CO LTD,???????????????????,unknown,Yaluzangbujiang (Brahmaputra) River,29.1808,95.009,approximate,,Motuo,Nyingchi,Tibet,Eastern Asia,Asia,,,,,,,L601028,G601038,https://gem.wiki/Motuo_hydroelectric_plant
17-01-2024,China,,Mulan hydroelectric plant,????????,,1400,No,1400,0,4 x 350 MW,pre-construction,,2028,,State Grid Xinyuan Holdings CO LTD,????????????,Fujian Xianyou Pumped Storage CO LTD,????????????,pumped storage,,25.3733,118.6896,approximate,,Xianyou,Putian,Fujian,Eastern Asia,Asia,,,,,,,L601029,G601039,https://gem.wiki/Mulan_hydroelectric_plant
14-09-2022,China,,Mulihe Shawan hydroelectric plant,????????,,280,No,280,0,4,operating,,2012,,Shenzhen Fugang Power Group CO LTD,????????????,Sichuan Fugang Hydropower CO LTD,??????????,conventional storage,Mulihe River,28.4932,100.9516,approximate,Shawan,Muli,Liangshan AP,Sichuan,Eastern Asia,Asia,,,,,,,L601030,G601040,https://gem.wiki/Mulihe_Shawan_hydroelectric_plant
17-01-2024,China,,Muwangxi hydroelectric plant,?????????; ???????????,,1200,No,1200,0,4 x 300 MW,construction,,,,Wuling Power Corporation LTD (WULING),????????,Hunan Taoyuan Pumped Storage CO LTD,????????????,pumped storage,,28.6461,111.1562,approximate,Cha'anpu,Taoyuan,Changde,Hunan,Eastern Asia,Asia,,,,,,,L601031,G601041,https://gem.wiki/Muwangxi_hydroelectric_plant
14-09-2022,China,,Muxingtu hydroelectric plant,??????,,120,No,120,0,2 x 60 MW,operating,,2012,,Yunnan Branch of CGN New Energy Investment (Shenzhen) CO LTD,?????????????????????,Zhejiang Ouneng Group Shangri-la County Niruhe Valley Hydropower Development CO LTD,????????????????????????,conventional storage,Niru River,27.7341,100.2935,exact,Luoji,Shangri-La City,Diqing AP,Yunnan,Eastern Asia,Asia,,,,,,,L601032,G601042,https://gem.wiki/Muxingtu_hydroelectric_plant
14-09-2022,China,,Muzuo hydroelectric plant,?????,,100,No,100,0,,operating,,2007,,Huaneng Sichuan Hydropower CO LTD,??????????,Sichuan Huaneng Fujiang Hydropower CO LTD,??????????????,conventional storage,Huoxi River,32.6064,104.521,approximate,Muzuo,Pingwu,Mianyang,Sichuan,Eastern Asia,Asia,,,,,,,L601033,G601043,https://gem.wiki/Muzuo_hydroelectric_plant
14-09-2022,China,,Nabang hydroelectric plant,?????,,180,No,180,0,3 x 60 MW,operating,,2012,,Beijing Jingneng Clean Energy CO LTD,?????????????,Yingjiang Huafu Hydropower Development CO LTD,????????????,conventional storage,Mengnai River,24.7133,97.5828,exact,Nabang,Yingjiang,Dehong AP,Yunnan,Eastern Asia,Asia,,,,,,,L601034,G601044,https://gem.wiki/Nabang_hydroelectric_plant
14-09-2022,China,,Nalan hydroelectric plant,?????,,150,No,150,0,3 x 50 MW,operating,,2005,,Datang Yunnan Power Generation CO LTD,??????????,Yunnan Datang International Nalan Hydropower Development CO LTD,????????????????,conventional storage,Tengtiaojiang River,22.7148,103.0211,exact,Mengla,,Honghe AP,Yunnan,Eastern Asia,Asia,,,,,,,L601035,G601045,https://gem.wiki/Nalan_hydroelectric_plant
17-01-2024,China,,Nan'an Pumped Storage hydroelectric plant,????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,Fujian Funeng CO LTD,??????????,Fujian Dongtian Pumped Storage CO LTD,?????????????,pumped storage,,24.9341,118.4883,approximate,Ximei,Nan'an City,Quanzhou,Fujian,Eastern Asia,Asia,,,,,,,L604151,G604190,https://gem.wiki/Nan'an_Pumped_Storage_hydroelectric_plant
17-01-2024,China,,Nanning hydroelectric plant,????????,Wuming pumped storage hydroelectric plant(????????),1200,No,1200,0,,construction,,2025,,China Southern Power Grid Peak Shaving and Frequency Modulation Power Generation CO LTD,??????????????,,,pumped storage,,23.1105,108.4398,approximate,Taiping,Wuming District,Nanning,Guangxi,Eastern Asia,Asia,,,,,,,L601036,G601046,https://gem.wiki/Nanning_hydroelectric_plant
14-09-2022,China,,Nansha hydroelectric plant,?????,,150,No,150,0,3 x 50 MW,operating,,2007,,Guangdong Hydropower Yunnan Investment CO LTD,????????????,Honghe Guangyuan Hydropower Development CO LTD,????????????,conventional storage,Honghe River,23.2294,102.8558,exact,Nansha,Yuanyang,Honghe AP,Yunnan,Eastern Asia,Asia,,,,,,,L601037,G601047,https://gem.wiki/Nansha_hydroelectric_plant
04-01-2024,China,,Nanshankou hydroelectric plant,?????????,,2400,No,2400,0,8 x 300 MW,construction,,2030,,Qinghai Branch of China Three Gorges New Energy (Group) CO LTD,??????????????????????,,,pumped storage,,36.4292,94.825,approximate,Golmud,Golmud City,Haixi AP,Qinghai,Eastern Asia,Asia,,,,,,,L601038,G601048,https://gem.wiki/Nanshankou_hydroelectric_plant
14-09-2022,China,,Nanshui hydroelectric plant,?????,,75,No,75,0,3 x 25 MW,operating,,1970,,Hydropower Branch of Guangdong Energy Group CO LTD,????????????????,Guangdong Yuedian Nanshui Power Generation CO LTD,??????????????,conventional storage,Nanshuihe River,24.7827,113.281,approximate,Rucheng,Ruyuan,Shaoguan,Guangdong,Eastern Asia,Asia,,,,,,,L601039,G601049,https://gem.wiki/Nanshui_hydroelectric_plant
14-09-2022,China,,Nanyahe hydroelectric plant,??????,Nanyahe III hydroelectric plant(????????); Nanguaqiao hydroelectric plant(??????),120,No,120,0,3 x 40 MW,operating,,1983,,Guodian Sichuan Power Generation CO LTD,??????????????????????????,Guodian Sichuan Electric Power CO LTD Nanyahe Power Plant,??????????????????,run-of-river,Nanyahe River,29.1828,102.3923,approximate,Huilong,Shimian,Ya'an,Sichuan,Eastern Asia,Asia,,,,,,,L601040,G601050,https://gem.wiki/Nanyahe_hydroelectric_plant
14-09-2022,China,,Nazixia hydroelectric plant,??????,,87,No,87,0,,operating,,2014,,State Power Investment Group Upper Yellow River Hydropower Development CO LTD,????????????????????,Qinghai Yellow River Medium Type Hydropower Development CO LTD,????????????????,conventional storage,Datong River,37.5974,103.1533,exact,Sujitan,Menyuan,Haibei AP,Qinghai,Eastern Asia,Asia,,,,,,,L601041,G601051,https://gem.wiki/Nazixia_hydroelectric_plant
09-02-2024,China,,Niangyong hydroelectric plant,?????,,93,No,93,0,3 x 31 MW,operating,,2015,,China Datang CORP,??????????,Datang Xiangcheng Hydropower Development CO LTD,????????????,conventional storage,,29.1208,99.9068,approximate,,Xiangcheng,Garze AP,Sichuan,Eastern Asia,Asia,,,,,,,L604295,G604668,https://gem.wiki/Niangyong_hydroelectric_plant
14-09-2022,China,,Nierji hydroelectric plant,??????,,250,No,250,0,4 x 62.5 MW,operating,,2006,,,,,,conventional storage,Nen River,48.4928,124.5296,exact,Ni'erji,Morin Dawa Daur Autonomous Banner,Hulunbuir,Inner Mongolia,Eastern Asia,Asia,,,,,,,L601042,G601052,https://gem.wiki/Nierji_hydroelectric_plant
14-09-2022,China,,Nileke I hydroelectric plant,????????,,220,No,220,0,4 x 55 MW,operating,,2013,,China Energy Investment Group Xinjiang Energy CO LTD,????????????????,Guodian Sinkiang Jilintai Hydro Power Development CO LTD,???????????????????,run-of-river,Kashgar River,43.8311,82.4242,exact,Kéleng,Nilka,Ili AP,Xinjiang,Eastern Asia,Asia,,,,,,,L601043,G601053,https://gem.wiki/Nileke_I_hydroelectric_plant
14-09-2022,China,,Nina hydroelectric plant,?????,,160,No,160,0,4 x 40 MW,operating,,2003,,Power China Sinohydro Engineering Bureau 4 CO LTD,???????????????,China Water Resources and Hydropower Fourth Engineering Bureau CO LTD Nina Power Plant,???????????????????,conventional storage,Yellow River,36.0627,101.2674,exact,Laxiwa,Guide,Hainan AP,Qinghai,Eastern Asia,Asia,,,,,,,L601044,G601054,https://gem.wiki/Nina_hydroelectric_plant
18-01-2024,China,,Ningguo Longtan hydroelectric plant,??????????,,1200,No,1200,0,4 x 300 MW,pre-construction,,,,Jiangsu Guoxin Investment Group LTD,???????????,Jiangsu Guoxin Group (Ningguo) Pumped Storage Development CO LTD,?????????????????????,pumped storage,,30.5002,118.9441,approximate,Xiaxi,Ningguo City,Xuancheng,Anhui,Eastern Asia,Asia,,,,,,,L601045,G601055,https://gem.wiki/Ningguo_Longtan_hydroelectric_plant
18-01-2024,China,,Ninghai hydroelectric plant,????????,,1400,No,1400,0,4 x 350 MW,construction,,2024,,State Grid Xinyuan CO LTD[70%]; State Grid Zhejiang Electric Power CO LTD[30%],??????????[70%]; ???????????[30%],Zhejiang Ninghai Pumped Storage CO LTD,????????????,pumped storage,,29,120,approximate,Dajiahe,Ninghai,Ningbo,Zhejiang,Eastern Asia,Asia,,,,,,,L601046,G601056,https://gem.wiki/Ninghai_hydroelectric_plant
14-09-2022,China,,Ninglang hydroelectric plant,?????,,114,No,114,0,3 x 38 MW,operating,,2012,,Sichuan Branch of Huadian International Power CO LTD,?????????????????,Sichuan Liangshan Shuiluohe Electric Power Development CO LTD,???????????????,run-of-river,Shuiluohe River,28.278,100.6504,approximate,Shuiluo,Muli,Liangshan AP,Sichuan,Eastern Asia,Asia,,,,,,,L601047,G601057,https://gem.wiki/Ninglang_hydroelectric_plant
18-01-2024,China,,Ningmute hydroelectric plant,??????,,1060,No,1060,0,,pre-construction,,,,Qinghai Huaxin Hydropower Development CO LTD,????????????,,,conventional storage,Yellow River,34.5929,101.3371,approximate,Ningmute,Henan,Huangnan AP,Qinghai,Eastern Asia,Asia,,,,,,,L601048,G601058,https://gem.wiki/Ningmute_hydroelectric_plant
14-09-2022,China,,Niululing hydroelectric plant,??????,,80,No,80,0,,operating,,1982,,Hainan Tihierg CO LTD,????????????,Niululing Branch of Hainan Haikong Energy CO LTD,??????????????????,conventional storage,Wanquanhe River,19.0502,110.3064,approximate,Huishan,Qionghai City,N/A,Hainan,Eastern Asia,Asia,,,,,,,L601049,G601059,https://gem.wiki/Niululing_hydroelectric_plant
